x_1,y_1,width_1,height_1,filepath_1,subject_name_1,x_2,y_2,width_2,height_2,filepath_2,subject_name_2,label,gender_1,gender_2,skin_tone_1,skin_tone_2
269,143,112,112,/dataset/YouTubeFaces/frame_images_DB/Marc_Anthony/1/1.5604.jpg,Marc_Anthony,255,142,131,131,/dataset/YouTubeFaces/frame_images_DB/Marc_Anthony/2/2.2913.jpg,Marc_Anthony,1,M,M,#9D7A54,#81654F
195,95,65,65,/dataset/YouTubeFaces/frame_images_DB/Marie-Josee_Croze/2/2.934.jpg,Marie-Josee_Croze,238,155,133,133,/dataset/YouTubeFaces/frame_images_DB/Marie-Josee_Croze/4/4.444.jpg,Marie-Josee_Croze,1,F,F,#81654F,#81654F
172,117,80,80,/dataset/YouTubeFaces/frame_images_DB/Keith_Olbermann/0/0.352.jpg,Keith_Olbermann,151,84,110,110,/dataset/YouTubeFaces/frame_images_DB/Keith_Olbermann/5/5.907.jpg,Keith_Olbermann,1,M,M,#81654F,#9D7A54
246,146,109,109,/dataset/YouTubeFaces/frame_images_DB/Loretta_Lynn_Harper/3/3.309.jpg,Loretta_Lynn_Harper,287,137,90,90,/dataset/YouTubeFaces/frame_images_DB/Loretta_Lynn_Harper/5/5.927.jpg,Loretta_Lynn_Harper,1,F,F,#BEA07E,#BEA07E
218,184,199,199,/dataset/YouTubeFaces/frame_images_DB/Pat_Riley/0/0.1174.jpg,Pat_Riley,206,175,192,192,/dataset/YouTubeFaces/frame_images_DB/Pat_Riley/2/2.333.jpg,Pat_Riley,1,M,M,#9D7A54,#9D7A54
248,105,88,88,/dataset/YouTubeFaces/frame_images_DB/Aaron_Eckhart/0/0.596.jpg,Aaron_Eckhart,164,80,34,34,/dataset/YouTubeFaces/frame_images_DB/Aaron_Eckhart/2/2.1741.jpg,Aaron_Eckhart,1,M,M,#6F503C,#6F503C
68,100,77,77,/dataset/YouTubeFaces/frame_images_DB/Cecilia_Cheung/0/0.366.jpg,Cecilia_Cheung,135,80,79,79,/dataset/YouTubeFaces/frame_images_DB/Cecilia_Cheung/1/1.436.jpg,Cecilia_Cheung,1,F,F,#81654F,#6F503C
230,62,46,46,/dataset/YouTubeFaces/frame_images_DB/Todd_Robbins/0/0.1513.jpg,Todd_Robbins,154,95,46,46,/dataset/YouTubeFaces/frame_images_DB/Todd_Robbins/3/3.49.jpg,Todd_Robbins,1,M,M,#E7C1B8,#81654F
161,92,85,85,/dataset/YouTubeFaces/frame_images_DB/Amanda_Beard/2/2.992.jpg,Amanda_Beard,213,92,119,119,/dataset/YouTubeFaces/frame_images_DB/Amanda_Beard/3/3.220.jpg,Amanda_Beard,1,F,F,#BEA07E,#6F503C
160,130,157,157,/dataset/YouTubeFaces/frame_images_DB/Jafar_Umar_Thalib/0/0.191.jpg,Jafar_Umar_Thalib,164,111,95,95,/dataset/YouTubeFaces/frame_images_DB/Jafar_Umar_Thalib/2/2.117.jpg,Jafar_Umar_Thalib,1,M,M,#513B2E,#513B2E
156,80,67,67,/dataset/YouTubeFaces/frame_images_DB/Laura_Elena_Harring/0/0.1025.jpg,Laura_Elena_Harring,149,63,70,70,/dataset/YouTubeFaces/frame_images_DB/Laura_Elena_Harring/4/4.858.jpg,Laura_Elena_Harring,1,F,F,#81654F,#81654F
273,90,122,122,/dataset/YouTubeFaces/frame_images_DB/Edie_Falco/3/3.353.jpg,Edie_Falco,199,127,103,103,/dataset/YouTubeFaces/frame_images_DB/Edie_Falco/4/4.287.jpg,Edie_Falco,1,F,F,#6F503C,#6F503C
260,93,94,94,/dataset/YouTubeFaces/frame_images_DB/Gerard_Kleisterlee/1/1.691.jpg,Gerard_Kleisterlee,234,80,51,51,/dataset/YouTubeFaces/frame_images_DB/Gerard_Kleisterlee/4/4.700.jpg,Gerard_Kleisterlee,1,M,M,#E7C1B8,#81654F
137,127,204,204,/dataset/YouTubeFaces/frame_images_DB/Pascal_Lamy/4/4.4407.jpg,Pascal_Lamy,158,102,53,53,/dataset/YouTubeFaces/frame_images_DB/Pascal_Lamy/5/5.1772.jpg,Pascal_Lamy,1,M,M,#BEA07E,#6F503C
88,49,51,51,/dataset/YouTubeFaces/frame_images_DB/Larry_Ellison/4/4.1615.jpg,Larry_Ellison,147,117,182,182,/dataset/YouTubeFaces/frame_images_DB/Larry_Ellison/5/5.63.jpg,Larry_Ellison,1,M,M,#9D7A54,#81654F
229,103,97,97,/dataset/YouTubeFaces/frame_images_DB/Alejandro_Toledo/1/1.243.jpg,Alejandro_Toledo,184,95,89,89,/dataset/YouTubeFaces/frame_images_DB/Alejandro_Toledo/3/3.1270.jpg,Alejandro_Toledo,1,M,M,#6F503C,#9D7A54
271,129,105,105,/dataset/YouTubeFaces/frame_images_DB/James_Comey/4/4.996.jpg,James_Comey,140,59,50,50,/dataset/YouTubeFaces/frame_images_DB/James_Comey/5/5.295.jpg,James_Comey,1,M,M,#81654F,#E7C1B8
163,89,95,95,/dataset/YouTubeFaces/frame_images_DB/Leticia_Van_de_Putte/0/0.1185.jpg,Leticia_Van_de_Putte,263,126,92,92,/dataset/YouTubeFaces/frame_images_DB/Leticia_Van_de_Putte/1/1.615.jpg,Leticia_Van_de_Putte,1,F,F,#81654F,#E5C8A6
171,97,83,83,/dataset/YouTubeFaces/frame_images_DB/Pat_Summitt/3/3.677.jpg,Pat_Summitt,218,132,87,87,/dataset/YouTubeFaces/frame_images_DB/Pat_Summitt/5/5.1251.jpg,Pat_Summitt,1,F,F,#81654F,#81654F
245,96,93,93,/dataset/YouTubeFaces/frame_images_DB/Roberto_Benigni/0/0.2036.jpg,Roberto_Benigni,194,87,125,125,/dataset/YouTubeFaces/frame_images_DB/Roberto_Benigni/5/5.1758.jpg,Roberto_Benigni,1,M,M,#81654F,#513B2E
181,76,90,90,/dataset/YouTubeFaces/frame_images_DB/James_Hoffa/1/1.450.jpg,James_Hoffa,260,164,121,121,/dataset/YouTubeFaces/frame_images_DB/James_Hoffa/5/5.428.jpg,James_Hoffa,1,M,M,#6F503C,#81654F
277,185,123,123,/dataset/YouTubeFaces/frame_images_DB/Wayne_Newton/1/1.904.jpg,Wayne_Newton,173,115,95,95,/dataset/YouTubeFaces/frame_images_DB/Wayne_Newton/4/4.870.jpg,Wayne_Newton,1,M,M,#6F503C,#81654F
233,101,57,57,/dataset/YouTubeFaces/frame_images_DB/William_Delahunt/0/0.462.jpg,William_Delahunt,316,91,60,60,/dataset/YouTubeFaces/frame_images_DB/William_Delahunt/4/4.250.jpg,William_Delahunt,1,M,M,#E7C1B8,#9D7A54
154,138,56,56,/dataset/YouTubeFaces/frame_images_DB/William_Overlin/0/0.393.jpg,William_Overlin,186,77,60,60,/dataset/YouTubeFaces/frame_images_DB/William_Overlin/2/2.163.jpg,William_Overlin,1,M,M,#513B2E,#81654F
258,114,66,66,/dataset/YouTubeFaces/frame_images_DB/Phan_Van_Khai/2/2.2490.jpg,Phan_Van_Khai,272,139,74,74,/dataset/YouTubeFaces/frame_images_DB/Phan_Van_Khai/5/5.1413.jpg,Phan_Van_Khai,1,M,M,#9D7A54,#81654F
193,100,75,75,/dataset/YouTubeFaces/frame_images_DB/Paul_Wolfowitz/0/0.975.jpg,Paul_Wolfowitz,239,150,68,68,/dataset/YouTubeFaces/frame_images_DB/Paul_Wolfowitz/1/1.182.jpg,Paul_Wolfowitz,1,M,M,#BEA07E,#9D7A54
109,115,140,140,/dataset/YouTubeFaces/frame_images_DB/Nicolas_Eyzaguirre/0/0.992.jpg,Nicolas_Eyzaguirre,244,150,102,102,/dataset/YouTubeFaces/frame_images_DB/Nicolas_Eyzaguirre/2/2.1481.jpg,Nicolas_Eyzaguirre,1,M,M,#6F503C,#6F503C
177,92,79,79,/dataset/YouTubeFaces/frame_images_DB/Harvey_Fierstein/0/0.650.jpg,Harvey_Fierstein,137,118,134,134,/dataset/YouTubeFaces/frame_images_DB/Harvey_Fierstein/5/5.8.jpg,Harvey_Fierstein,1,M,M,#9D7A54,#BEA07E
209,83,115,115,/dataset/YouTubeFaces/frame_images_DB/Amanda_Beard/3/3.277.jpg,Amanda_Beard,164,56,49,49,/dataset/YouTubeFaces/frame_images_DB/Amanda_Beard/4/4.1254.jpg,Amanda_Beard,1,F,F,#6F503C,#6F503C
213,155,73,73,/dataset/YouTubeFaces/frame_images_DB/Laurent_Woulzy/0/0.1986.jpg,Laurent_Woulzy,281,153,96,96,/dataset/YouTubeFaces/frame_images_DB/Laurent_Woulzy/2/2.1941.jpg,Laurent_Woulzy,1,M,M,#6F503C,#6F503C
175,92,54,54,/dataset/YouTubeFaces/frame_images_DB/Ben_Broussard/2/2.2061.jpg,Ben_Broussard,168,63,63,63,/dataset/YouTubeFaces/frame_images_DB/Ben_Broussard/3/3.1054.jpg,Ben_Broussard,1,M,M,#9D7A54,#9D7A54
273,104,72,72,/dataset/YouTubeFaces/frame_images_DB/Ornella_Muti/0/0.1837.jpg,Ornella_Muti,177,96,73,73,/dataset/YouTubeFaces/frame_images_DB/Ornella_Muti/2/2.1044.jpg,Ornella_Muti,1,F,F,#6F503C,#6F503C
239,120,67,67,/dataset/YouTubeFaces/frame_images_DB/Tom_Coughlin/2/2.296.jpg,Tom_Coughlin,229,115,89,89,/dataset/YouTubeFaces/frame_images_DB/Tom_Coughlin/3/3.379.jpg,Tom_Coughlin,1,M,M,#E7C1B8,#81654F
134,90,60,60,/dataset/YouTubeFaces/frame_images_DB/Mark_Cuban/3/3.1221.jpg,Mark_Cuban,193,84,61,61,/dataset/YouTubeFaces/frame_images_DB/Mark_Cuban/4/4.975.jpg,Mark_Cuban,1,M,M,#6F503C,#9D7A54
190,99,66,66,/dataset/YouTubeFaces/frame_images_DB/Sarah_Wynter/4/4.1115.jpg,Sarah_Wynter,248,115,60,60,/dataset/YouTubeFaces/frame_images_DB/Sarah_Wynter/5/5.961.jpg,Sarah_Wynter,1,F,F,#6F503C,#6F503C
151,97,85,85,/dataset/YouTubeFaces/frame_images_DB/Isabella_Rossellini/1/1.1187.jpg,Isabella_Rossellini,154,103,60,60,/dataset/YouTubeFaces/frame_images_DB/Isabella_Rossellini/2/2.2199.jpg,Isabella_Rossellini,1,F,F,#81654F,#81654F
173,56,37,37,/dataset/YouTubeFaces/frame_images_DB/Robin_McLaurin_Williams/2/2.283.jpg,Robin_McLaurin_Williams,174,54,45,45,/dataset/YouTubeFaces/frame_images_DB/Robin_McLaurin_Williams/3/3.1213.jpg,Robin_McLaurin_Williams,1,M,M,#E7C1B8,#81654F
235,66,45,45,/dataset/YouTubeFaces/frame_images_DB/Barry_Diller/2/2.1610.jpg,Barry_Diller,155,67,83,83,/dataset/YouTubeFaces/frame_images_DB/Barry_Diller/3/3.499.jpg,Barry_Diller,1,M,M,#9D7A54,#9D7A54
272,91,44,44,/dataset/YouTubeFaces/frame_images_DB/Matt_Anderson/1/1.5317.jpg,Matt_Anderson,258,79,45,45,/dataset/YouTubeFaces/frame_images_DB/Matt_Anderson/5/5.105.jpg,Matt_Anderson,1,M,M,#9D7A54,#9D7A54
305,137,230,230,/dataset/YouTubeFaces/frame_images_DB/Elizabeth_Berkeley/1/1.830.jpg,Elizabeth_Berkeley,79,60,54,54,/dataset/YouTubeFaces/frame_images_DB/Elizabeth_Berkeley/3/3.171.jpg,Elizabeth_Berkeley,1,F,F,#81654F,#6F503C
168,141,87,87,/dataset/YouTubeFaces/frame_images_DB/Vladimiro_Montesinos/0/0.1510.jpg,Vladimiro_Montesinos,172,77,72,72,/dataset/YouTubeFaces/frame_images_DB/Vladimiro_Montesinos/3/3.373.jpg,Vladimiro_Montesinos,1,M,M,#81654F,#81654F
238,93,89,89,/dataset/YouTubeFaces/frame_images_DB/Amy_Brenneman/1/1.1204.jpg,Amy_Brenneman,315,162,123,123,/dataset/YouTubeFaces/frame_images_DB/Amy_Brenneman/5/5.62.jpg,Amy_Brenneman,1,F,F,#9D7A54,#81654F
206,128,105,105,/dataset/YouTubeFaces/frame_images_DB/Carrie-Anne_Moss/1/1.529.jpg,Carrie-Anne_Moss,306,118,129,129,/dataset/YouTubeFaces/frame_images_DB/Carrie-Anne_Moss/5/5.512.jpg,Carrie-Anne_Moss,1,F,F,#513B2E,#6F503C
168,70,69,69,/dataset/YouTubeFaces/frame_images_DB/Ernesto_Zedillo/1/1.1478.jpg,Ernesto_Zedillo,172,63,87,87,/dataset/YouTubeFaces/frame_images_DB/Ernesto_Zedillo/4/4.1791.jpg,Ernesto_Zedillo,1,M,M,#81654F,#9D7A54
164,100,64,64,/dataset/YouTubeFaces/frame_images_DB/Norm_Macdonald/2/2.1305.jpg,Norm_Macdonald,150,100,92,92,/dataset/YouTubeFaces/frame_images_DB/Norm_Macdonald/5/5.1671.jpg,Norm_Macdonald,1,M,M,#81654F,#81654F
91,111,53,53,/dataset/YouTubeFaces/frame_images_DB/Ethan_Hawke/1/1.1234.jpg,Ethan_Hawke,191,63,114,114,/dataset/YouTubeFaces/frame_images_DB/Ethan_Hawke/4/4.1775.jpg,Ethan_Hawke,1,M,M,#BEA07E,#513B2E
140,67,47,47,/dataset/YouTubeFaces/frame_images_DB/Paul_Wilson/2/2.679.jpg,Paul_Wilson,247,105,130,130,/dataset/YouTubeFaces/frame_images_DB/Paul_Wilson/4/4.166.jpg,Paul_Wilson,1,M,M,#E5C8A6,#81654F
192,105,88,88,/dataset/YouTubeFaces/frame_images_DB/Kristy_Curry/0/0.533.jpg,Kristy_Curry,237,127,144,144,/dataset/YouTubeFaces/frame_images_DB/Kristy_Curry/3/3.188.jpg,Kristy_Curry,1,F,F,#81654F,#9D7A54
185,111,50,50,/dataset/YouTubeFaces/frame_images_DB/Lucio_Stanca/2/2.408.jpg,Lucio_Stanca,244,141,126,126,/dataset/YouTubeFaces/frame_images_DB/Lucio_Stanca/3/3.1148.jpg,Lucio_Stanca,1,M,M,#BEA07E,#81654F
172,101,62,62,/dataset/YouTubeFaces/frame_images_DB/Angelo_Reyes/0/0.945.jpg,Angelo_Reyes,118,62,66,66,/dataset/YouTubeFaces/frame_images_DB/Angelo_Reyes/5/5.179.jpg,Angelo_Reyes,1,M,M,#81654F,#6F503C
239,133,95,95,/dataset/YouTubeFaces/frame_images_DB/Eve_Ensler/0/0.1755.jpg,Eve_Ensler,161,69,32,32,/dataset/YouTubeFaces/frame_images_DB/Eve_Ensler/4/4.931.jpg,Eve_Ensler,1,F,F,#81654F,#81654F
205,90,51,51,/dataset/YouTubeFaces/frame_images_DB/Sasha_Cohen/4/4.5492.jpg,Sasha_Cohen,280,96,82,82,/dataset/YouTubeFaces/frame_images_DB/Sasha_Cohen/5/5.1899.jpg,Sasha_Cohen,1,F,F,#6F503C,#81654F
181,108,97,97,/dataset/YouTubeFaces/frame_images_DB/Naomi_Campbell/1/1.132.jpg,Naomi_Campbell,182,64,61,61,/dataset/YouTubeFaces/frame_images_DB/Naomi_Campbell/3/3.975.jpg,Naomi_Campbell,1,F,F,#6F503C,#81654F
120,91,61,61,/dataset/YouTubeFaces/frame_images_DB/Choi_Sung-hong/2/2.3219.jpg,Choi_Sung-hong,222,70,124,124,/dataset/YouTubeFaces/frame_images_DB/Choi_Sung-hong/4/4.568.jpg,Choi_Sung-hong,1,M,M,#BEA07E,#6F503C
156,125,104,104,/dataset/YouTubeFaces/frame_images_DB/Richard_Paul_Evans/0/0.173.jpg,Richard_Paul_Evans,247,162,169,169,/dataset/YouTubeFaces/frame_images_DB/Richard_Paul_Evans/5/5.319.jpg,Richard_Paul_Evans,1,M,M,#81654F,#81654F
101,62,64,64,/dataset/YouTubeFaces/frame_images_DB/Emile_Lahoud/0/0.40.jpg,Emile_Lahoud,162,104,59,59,/dataset/YouTubeFaces/frame_images_DB/Emile_Lahoud/3/3.830.jpg,Emile_Lahoud,1,M,M,#81654F,#81654F
212,122,66,66,/dataset/YouTubeFaces/frame_images_DB/Jan_Peter_Balkenende/0/0.260.jpg,Jan_Peter_Balkenende,160,73,108,108,/dataset/YouTubeFaces/frame_images_DB/Jan_Peter_Balkenende/2/2.186.jpg,Jan_Peter_Balkenende,1,M,M,#81654F,#E7C1B8
156,83,94,94,/dataset/YouTubeFaces/frame_images_DB/Kevin_Spacey/0/0.230.jpg,Kevin_Spacey,272,119,115,115,/dataset/YouTubeFaces/frame_images_DB/Kevin_Spacey/5/5.546.jpg,Kevin_Spacey,1,M,M,#9D7A54,#81654F
235,142,114,114,/dataset/YouTubeFaces/frame_images_DB/Philippe_Noiret/1/1.718.jpg,Philippe_Noiret,170,104,84,84,/dataset/YouTubeFaces/frame_images_DB/Philippe_Noiret/5/5.505.jpg,Philippe_Noiret,1,M,M,#81654F,#6F503C
267,65,54,54,/dataset/YouTubeFaces/frame_images_DB/Calista_Flockhart/3/3.704.jpg,Calista_Flockhart,87,72,36,36,/dataset/YouTubeFaces/frame_images_DB/Calista_Flockhart/5/5.325.jpg,Calista_Flockhart,1,F,F,#9D7A54,#9D7A54
168,92,101,101,/dataset/YouTubeFaces/frame_images_DB/Bill_Bradley/1/1.2321.jpg,Bill_Bradley,246,141,125,125,/dataset/YouTubeFaces/frame_images_DB/Bill_Bradley/3/3.540.jpg,Bill_Bradley,1,M,M,#9D7A54,#6F503C
207,87,154,154,/dataset/YouTubeFaces/frame_images_DB/Alexandre_Despatie/0/0.483.jpg,Alexandre_Despatie,159,58,37,37,/dataset/YouTubeFaces/frame_images_DB/Alexandre_Despatie/1/1.2027.jpg,Alexandre_Despatie,1,M,M,#9D7A54,#81654F
192,83,81,81,/dataset/YouTubeFaces/frame_images_DB/Paula_Dobriansky/2/2.2708.jpg,Paula_Dobriansky,167,82,74,74,/dataset/YouTubeFaces/frame_images_DB/Paula_Dobriansky/3/3.547.jpg,Paula_Dobriansky,1,F,F,#6F503C,#9D7A54
183,87,79,79,/dataset/YouTubeFaces/frame_images_DB/Ion_Tiriac/1/1.710.jpg,Ion_Tiriac,173,83,100,100,/dataset/YouTubeFaces/frame_images_DB/Ion_Tiriac/5/5.1411.jpg,Ion_Tiriac,1,M,M,#6F503C,#81654F
194,148,112,112,/dataset/YouTubeFaces/frame_images_DB/Daniel_Rouse/0/0.265.jpg,Daniel_Rouse,211,161,99,99,/dataset/YouTubeFaces/frame_images_DB/Daniel_Rouse/1/1.487.jpg,Daniel_Rouse,1,M,M,#81654F,#81654F
124,98,101,101,/dataset/YouTubeFaces/frame_images_DB/Richard_Lennon/0/0.2689.jpg,Richard_Lennon,248,118,68,68,/dataset/YouTubeFaces/frame_images_DB/Richard_Lennon/4/4.2800.jpg,Richard_Lennon,1,M,M,#81654F,#6F503C
127,129,71,71,/dataset/YouTubeFaces/frame_images_DB/Nicanor_Duarte_Frutos/1/1.284.jpg,Nicanor_Duarte_Frutos,161,84,74,74,/dataset/YouTubeFaces/frame_images_DB/Nicanor_Duarte_Frutos/5/5.179.jpg,Nicanor_Duarte_Frutos,1,M,M,#BEA07E,#81654F
163,89,93,93,/dataset/YouTubeFaces/frame_images_DB/Leticia_Van_de_Putte/0/0.939.jpg,Leticia_Van_de_Putte,316,216,155,155,/dataset/YouTubeFaces/frame_images_DB/Leticia_Van_de_Putte/4/4.2156.jpg,Leticia_Van_de_Putte,1,F,F,#81654F,#81654F
146,71,39,39,/dataset/YouTubeFaces/frame_images_DB/Lucio_Stanca/1/1.113.jpg,Lucio_Stanca,183,112,63,63,/dataset/YouTubeFaces/frame_images_DB/Lucio_Stanca/2/2.379.jpg,Lucio_Stanca,1,M,M,#6F503C,#BEA07E
317,172,170,170,/dataset/YouTubeFaces/frame_images_DB/Phil_Donahue/0/0.2280.jpg,Phil_Donahue,256,143,115,115,/dataset/YouTubeFaces/frame_images_DB/Phil_Donahue/3/3.970.jpg,Phil_Donahue,1,M,M,#81654F,#81654F
217,112,109,109,/dataset/YouTubeFaces/frame_images_DB/Barbara_Brezigar/1/1.375.jpg,Barbara_Brezigar,306,103,103,103,/dataset/YouTubeFaces/frame_images_DB/Barbara_Brezigar/5/5.389.jpg,Barbara_Brezigar,1,F,F,#81654F,#6F503C
252,156,146,146,/dataset/YouTubeFaces/frame_images_DB/Todd_Parrott/1/1.1238.jpg,Todd_Parrott,250,176,125,125,/dataset/YouTubeFaces/frame_images_DB/Todd_Parrott/2/2.1675.jpg,Todd_Parrott,1,M,M,#81654F,#6F503C
179,109,106,106,/dataset/YouTubeFaces/frame_images_DB/Keith_Olbermann/2/2.420.jpg,Keith_Olbermann,147,67,26,26,/dataset/YouTubeFaces/frame_images_DB/Keith_Olbermann/4/4.61.jpg,Keith_Olbermann,1,M,M,#81654F,#81654F
107,90,50,50,/dataset/YouTubeFaces/frame_images_DB/Itamar_Franco/0/0.45.jpg,Itamar_Franco,145,115,134,134,/dataset/YouTubeFaces/frame_images_DB/Itamar_Franco/2/2.292.jpg,Itamar_Franco,1,M,M,#81654F,#BEA07E
133,55,81,81,/dataset/YouTubeFaces/frame_images_DB/Andy_Lau/1/1.4950.jpg,Andy_Lau,129,74,57,57,/dataset/YouTubeFaces/frame_images_DB/Andy_Lau/5/5.141.jpg,Andy_Lau,1,M,M,#9D7A54,#9D7A54
179,114,113,113,/dataset/YouTubeFaces/frame_images_DB/Robert_F_Kennedy_Jr/4/4.90.jpg,Robert_F_Kennedy_Jr,158,78,76,76,/dataset/YouTubeFaces/frame_images_DB/Robert_F_Kennedy_Jr/5/5.528.jpg,Robert_F_Kennedy_Jr,1,M,M,#81654F,#81654F
177,100,94,94,/dataset/YouTubeFaces/frame_images_DB/Nicanor_Duarte_Frutos/0/0.731.jpg,Nicanor_Duarte_Frutos,116,124,69,69,/dataset/YouTubeFaces/frame_images_DB/Nicanor_Duarte_Frutos/1/1.265.jpg,Nicanor_Duarte_Frutos,1,M,M,#9D7A54,#BEA07E
152,88,81,81,/dataset/YouTubeFaces/frame_images_DB/Kit_Bond/1/1.847.jpg,Kit_Bond,148,87,96,96,/dataset/YouTubeFaces/frame_images_DB/Kit_Bond/5/5.711.jpg,Kit_Bond,1,M,M,#513B2E,#81654F
180,74,80,80,/dataset/YouTubeFaces/frame_images_DB/Terje_Roed-Larsen/2/2.127.jpg,Terje_Roed-Larsen,182,114,99,99,/dataset/YouTubeFaces/frame_images_DB/Terje_Roed-Larsen/3/3.6.jpg,Terje_Roed-Larsen,1,M,M,#6F503C,#6F503C
159,63,65,65,/dataset/YouTubeFaces/frame_images_DB/Tabare_Vazquez/0/0.504.jpg,Tabare_Vazquez,195,68,41,41,/dataset/YouTubeFaces/frame_images_DB/Tabare_Vazquez/1/1.3519.jpg,Tabare_Vazquez,1,M,M,#81654F,#81654F
247,97,130,130,/dataset/YouTubeFaces/frame_images_DB/Daniele_Hypolito/0/0.639.jpg,Daniele_Hypolito,177,100,90,90,/dataset/YouTubeFaces/frame_images_DB/Daniele_Hypolito/4/4.603.jpg,Daniele_Hypolito,1,F,F,#9D7A54,#81654F
238,68,54,54,/dataset/YouTubeFaces/frame_images_DB/Ricardo_Sanchez/2/2.1442.jpg,Ricardo_Sanchez,229,93,68,68,/dataset/YouTubeFaces/frame_images_DB/Ricardo_Sanchez/4/4.796.jpg,Ricardo_Sanchez,1,M,M,#BEA07E,#BEA07E
244,101,93,93,/dataset/YouTubeFaces/frame_images_DB/Tom_Ridge/3/3.144.jpg,Tom_Ridge,169,126,89,89,/dataset/YouTubeFaces/frame_images_DB/Tom_Ridge/5/5.188.jpg,Tom_Ridge,1,M,M,#81654F,#81654F
101,108,59,59,/dataset/YouTubeFaces/frame_images_DB/Ferenc_Madl/2/2.2846.jpg,Ferenc_Madl,214,119,58,58,/dataset/YouTubeFaces/frame_images_DB/Ferenc_Madl/4/4.963.jpg,Ferenc_Madl,1,M,M,#81654F,#6F503C
90,42,41,41,/dataset/YouTubeFaces/frame_images_DB/Barbara_Bodine/3/3.4397.jpg,Barbara_Bodine,210,91,66,66,/dataset/YouTubeFaces/frame_images_DB/Barbara_Bodine/4/4.1637.jpg,Barbara_Bodine,1,F,F,#513B2E,#81654F
246,106,69,69,/dataset/YouTubeFaces/frame_images_DB/Kate_Capshaw/1/1.1906.jpg,Kate_Capshaw,237,86,48,48,/dataset/YouTubeFaces/frame_images_DB/Kate_Capshaw/4/4.5809.jpg,Kate_Capshaw,1,F,F,#513B2E,#81654F
127,78,45,45,/dataset/YouTubeFaces/frame_images_DB/Barry_Williams/1/1.395.jpg,Barry_Williams,175,65,61,61,/dataset/YouTubeFaces/frame_images_DB/Barry_Williams/2/2.102.jpg,Barry_Williams,1,M,M,#513B2E,#6F503C
146,58,61,61,/dataset/YouTubeFaces/frame_images_DB/Aishwarya_Rai/0/0.548.jpg,Aishwarya_Rai,177,59,42,42,/dataset/YouTubeFaces/frame_images_DB/Aishwarya_Rai/5/5.2033.jpg,Aishwarya_Rai,1,F,F,#81654F,#81654F
155,69,52,52,/dataset/YouTubeFaces/frame_images_DB/James_Cunningham/1/1.361.jpg,James_Cunningham,168,71,68,68,/dataset/YouTubeFaces/frame_images_DB/James_Cunningham/3/3.332.jpg,James_Cunningham,1,M,M,#9D7A54,#BEA07E
165,125,110,110,/dataset/YouTubeFaces/frame_images_DB/Edward_Seaga/1/1.369.jpg,Edward_Seaga,78,79,42,42,/dataset/YouTubeFaces/frame_images_DB/Edward_Seaga/4/4.364.jpg,Edward_Seaga,1,M,M,#E7C1B8,#9D7A54
246,113,97,97,/dataset/YouTubeFaces/frame_images_DB/Eve_Ensler/0/0.1702.jpg,Eve_Ensler,144,45,34,34,/dataset/YouTubeFaces/frame_images_DB/Eve_Ensler/3/3.152.jpg,Eve_Ensler,1,F,F,#9D7A54,#6F503C
149,84,72,72,/dataset/YouTubeFaces/frame_images_DB/Rafidah_Aziz/3/3.3521.jpg,Rafidah_Aziz,275,166,89,89,/dataset/YouTubeFaces/frame_images_DB/Rafidah_Aziz/4/4.674.jpg,Rafidah_Aziz,1,F,F,#6F503C,#81654F
136,75,42,42,/dataset/YouTubeFaces/frame_images_DB/Xanana_Gusmao/1/1.694.jpg,Xanana_Gusmao,177,105,114,114,/dataset/YouTubeFaces/frame_images_DB/Xanana_Gusmao/5/5.1810.jpg,Xanana_Gusmao,1,M,M,#81654F,#81654F
209,65,64,64,/dataset/YouTubeFaces/frame_images_DB/Celine_Dion/0/0.453.jpg,Celine_Dion,73,109,65,65,/dataset/YouTubeFaces/frame_images_DB/Celine_Dion/3/3.162.jpg,Celine_Dion,1,F,F,#9D7A54,#E7C1B8
193,108,91,91,/dataset/YouTubeFaces/frame_images_DB/Paul_Otellini/2/2.199.jpg,Paul_Otellini,158,76,74,74,/dataset/YouTubeFaces/frame_images_DB/Paul_Otellini/3/3.377.jpg,Paul_Otellini,1,M,M,#6F503C,#9D7A54
229,104,99,99,/dataset/YouTubeFaces/frame_images_DB/Alejandro_Toledo/1/1.199.jpg,Alejandro_Toledo,164,71,63,63,/dataset/YouTubeFaces/frame_images_DB/Alejandro_Toledo/5/5.560.jpg,Alejandro_Toledo,1,M,M,#6F503C,#9D7A54
102,80,32,32,/dataset/YouTubeFaces/frame_images_DB/Charles_Schumer/0/0.37.jpg,Charles_Schumer,159,111,81,81,/dataset/YouTubeFaces/frame_images_DB/Charles_Schumer/3/3.641.jpg,Charles_Schumer,1,M,M,#6F503C,#9D7A54
238,91,83,83,/dataset/YouTubeFaces/frame_images_DB/Akmal_Taher/2/2.656.jpg,Akmal_Taher,173,104,78,78,/dataset/YouTubeFaces/frame_images_DB/Akmal_Taher/4/4.1843.jpg,Akmal_Taher,1,M,M,#9D7A54,#6F503C
274,151,135,135,/dataset/YouTubeFaces/frame_images_DB/Franz_Fischler/3/3.1676.jpg,Franz_Fischler,221,122,116,116,/dataset/YouTubeFaces/frame_images_DB/Franz_Fischler/4/4.516.jpg,Franz_Fischler,1,M,M,#9D7A54,#9D7A54
