x_1,y_1,width_1,height_1,filepath_1,subject_name_1,x_2,y_2,width_2,height_2,filepath_2,subject_name_2,label,gender_1,gender_2,skin_tone_1,skin_tone_2,nb_women
172,127,131,131,/dataset/YouTubeFaces/frame_images_DB/Olivia_Newton-John/1/1.926.jpg,Olivia_Newton-John,332,130,47,47,/dataset/YouTubeFaces/frame_images_DB/Olivia_Newton-John/5/5.1097.jpg,Olivia_Newton-John,1,F,F,#BEA07E,#BEA07E,2
119,109,86,86,/dataset/YouTubeFaces/frame_images_DB/Nikki_McKibbin/0/0.376.jpg,Nikki_McKibbin,184,87,67,67,/dataset/YouTubeFaces/frame_images_DB/Nikki_McKibbin/3/3.118.jpg,Nikki_McKibbin,1,F,F,#81654F,#6F503C,2
290,162,129,129,/dataset/YouTubeFaces/frame_images_DB/Ludivine_Sagnier/0/0.1129.jpg,Ludivine_Sagnier,193,84,115,115,/dataset/YouTubeFaces/frame_images_DB/Ludivine_Sagnier/5/5.4555.jpg,Ludivine_Sagnier,1,F,F,#9D7A54,#6F503C,2
133,73,77,77,/dataset/YouTubeFaces/frame_images_DB/Alicia_Silverstone/0/0.1028.jpg,Alicia_Silverstone,196,75,88,88,/dataset/YouTubeFaces/frame_images_DB/Alicia_Silverstone/2/2.6378.jpg,Alicia_Silverstone,1,F,F,#9D7A54,#6F503C,2
56,93,47,47,/dataset/YouTubeFaces/frame_images_DB/Mary_Matalin/0/0.343.jpg,Mary_Matalin,312,165,146,146,/dataset/YouTubeFaces/frame_images_DB/Mary_Matalin/1/1.1561.jpg,Mary_Matalin,1,F,F,#6F503C,#81654F,2
220,104,109,109,/dataset/YouTubeFaces/frame_images_DB/Mary_Robinson/2/2.97.jpg,Mary_Robinson,177,91,66,66,/dataset/YouTubeFaces/frame_images_DB/Mary_Robinson/5/5.3910.jpg,Mary_Robinson,1,F,F,#81654F,#81654F,2
101,69,63,63,/dataset/YouTubeFaces/frame_images_DB/Marina_Silva/4/4.1805.jpg,Marina_Silva,291,152,112,112,/dataset/YouTubeFaces/frame_images_DB/Marina_Silva/5/5.1407.jpg,Marina_Silva,1,F,F,#9D7A54,#6F503C,2
168,66,63,63,/dataset/YouTubeFaces/frame_images_DB/Elizabeth_Taylor/1/1.2594.jpg,Elizabeth_Taylor,110,103,51,51,/dataset/YouTubeFaces/frame_images_DB/Elizabeth_Taylor/5/5.3051.jpg,Elizabeth_Taylor,1,F,F,#BEA07E,#81654F,2
260,105,97,97,/dataset/YouTubeFaces/frame_images_DB/Linda_Dano/2/2.1850.jpg,Linda_Dano,246,98,49,49,/dataset/YouTubeFaces/frame_images_DB/Linda_Dano/4/4.838.jpg,Linda_Dano,1,F,F,#BEA07E,#9D7A54,2
180,60,62,62,/dataset/YouTubeFaces/frame_images_DB/Lorraine_Bracco/0/0.2761.jpg,Lorraine_Bracco,96,93,65,65,/dataset/YouTubeFaces/frame_images_DB/Lorraine_Bracco/5/5.300.jpg,Lorraine_Bracco,1,F,F,#9D7A54,#9D7A54,2
124,92,103,103,/dataset/YouTubeFaces/frame_images_DB/Vivica_Fox/4/4.655.jpg,Vivica_Fox,148,117,93,93,/dataset/YouTubeFaces/frame_images_DB/Vivica_Fox/5/5.141.jpg,Vivica_Fox,1,F,F,#6F503C,#513B2E,2
130,66,46,46,/dataset/YouTubeFaces/frame_images_DB/Elaine_Chao/0/0.16.jpg,Elaine_Chao,214,103,79,79,/dataset/YouTubeFaces/frame_images_DB/Elaine_Chao/2/2.1977.jpg,Elaine_Chao,1,F,F,#BEA07E,#9D7A54,2
136,98,170,170,/dataset/YouTubeFaces/frame_images_DB/Jamie_Lee_Curtis/3/3.2365.jpg,Jamie_Lee_Curtis,175,75,46,46,/dataset/YouTubeFaces/frame_images_DB/Jamie_Lee_Curtis/5/5.196.jpg,Jamie_Lee_Curtis,1,F,F,#6F503C,#6F503C,2
224,99,61,61,/dataset/YouTubeFaces/frame_images_DB/Patricia_Heaton/0/0.1522.jpg,Patricia_Heaton,227,124,108,108,/dataset/YouTubeFaces/frame_images_DB/Patricia_Heaton/1/1.926.jpg,Patricia_Heaton,1,F,F,#6F503C,#BEA07E,2
168,100,91,91,/dataset/YouTubeFaces/frame_images_DB/Linda_Sanchez/1/1.271.jpg,Linda_Sanchez,164,84,55,55,/dataset/YouTubeFaces/frame_images_DB/Linda_Sanchez/4/4.652.jpg,Linda_Sanchez,1,F,F,#81654F,#81654F,2
148,72,69,69,/dataset/YouTubeFaces/frame_images_DB/Barbara_Bodine/0/0.1233.jpg,Barbara_Bodine,207,87,69,69,/dataset/YouTubeFaces/frame_images_DB/Barbara_Bodine/4/4.1648.jpg,Barbara_Bodine,1,F,F,#6F503C,#81654F,2
201,72,76,76,/dataset/YouTubeFaces/frame_images_DB/Picabo_Street/1/1.270.jpg,Picabo_Street,239,168,225,225,/dataset/YouTubeFaces/frame_images_DB/Picabo_Street/2/2.286.jpg,Picabo_Street,1,F,F,#513B2E,#9D7A54,2
243,91,75,75,/dataset/YouTubeFaces/frame_images_DB/Flavia_Pennetta/4/4.1285.jpg,Flavia_Pennetta,171,107,50,50,/dataset/YouTubeFaces/frame_images_DB/Flavia_Pennetta/5/5.1876.jpg,Flavia_Pennetta,1,F,F,#81654F,#6F503C,2
154,128,53,53,/dataset/YouTubeFaces/frame_images_DB/Jane_Krakowski/0/0.828.jpg,Jane_Krakowski,293,63,79,79,/dataset/YouTubeFaces/frame_images_DB/Jane_Krakowski/1/1.3461.jpg,Jane_Krakowski,1,F,F,#81654F,#6F503C,2
297,153,126,126,/dataset/YouTubeFaces/frame_images_DB/Leticia_Dolera/2/2.1150.jpg,Leticia_Dolera,151,77,72,72,/dataset/YouTubeFaces/frame_images_DB/Leticia_Dolera/4/4.1313.jpg,Leticia_Dolera,1,F,F,#81654F,#6F503C,2
150,104,91,91,/dataset/YouTubeFaces/frame_images_DB/Christine_Ebersole/0/0.267.jpg,Christine_Ebersole,165,136,89,89,/dataset/YouTubeFaces/frame_images_DB/Christine_Ebersole/5/5.41.jpg,Christine_Ebersole,1,F,F,#E7C1B8,#9D7A54,2
246,114,112,112,/dataset/YouTubeFaces/frame_images_DB/Linda_Franklin/0/0.958.jpg,Linda_Franklin,202,145,113,113,/dataset/YouTubeFaces/frame_images_DB/Linda_Franklin/4/4.886.jpg,Linda_Franklin,1,F,F,#6F503C,#9D7A54,2
192,105,88,88,/dataset/YouTubeFaces/frame_images_DB/Kristy_Curry/0/0.533.jpg,Kristy_Curry,237,127,144,144,/dataset/YouTubeFaces/frame_images_DB/Kristy_Curry/3/3.188.jpg,Kristy_Curry,1,F,F,#81654F,#9D7A54,2
167,80,69,69,/dataset/YouTubeFaces/frame_images_DB/Pauley_Perrette/2/2.2250.jpg,Pauley_Perrette,264,171,57,57,/dataset/YouTubeFaces/frame_images_DB/Pauley_Perrette/5/5.2824.jpg,Pauley_Perrette,1,F,F,#BEA07E,#513B2E,2
291,159,108,108,/dataset/YouTubeFaces/frame_images_DB/Alison_Lohman/1/1.371.jpg,Alison_Lohman,146,191,103,103,/dataset/YouTubeFaces/frame_images_DB/Alison_Lohman/5/5.3178.jpg,Alison_Lohman,1,F,F,#9D7A54,#6F503C,2
241,148,68,68,/dataset/YouTubeFaces/frame_images_DB/Pilar_Montenegro/1/1.1754.jpg,Pilar_Montenegro,157,93,75,75,/dataset/YouTubeFaces/frame_images_DB/Pilar_Montenegro/5/5.265.jpg,Pilar_Montenegro,1,F,F,#9D7A54,#81654F,2
112,136,60,60,/dataset/YouTubeFaces/frame_images_DB/Cate_Blanchett/4/4.236.jpg,Cate_Blanchett,106,70,57,57,/dataset/YouTubeFaces/frame_images_DB/Cate_Blanchett/5/5.483.jpg,Cate_Blanchett,1,F,F,#81654F,#6F503C,2
105,71,41,41,/dataset/YouTubeFaces/frame_images_DB/Nia_Vardalos/1/1.471.jpg,Nia_Vardalos,200,137,125,125,/dataset/YouTubeFaces/frame_images_DB/Nia_Vardalos/5/5.340.jpg,Nia_Vardalos,1,F,F,#6F503C,#81654F,2
199,100,73,73,/dataset/YouTubeFaces/frame_images_DB/Chadha_Gurinder/1/1.131.jpg,Chadha_Gurinder,173,76,52,52,/dataset/YouTubeFaces/frame_images_DB/Chadha_Gurinder/4/4.92.jpg,Chadha_Gurinder,1,F,F,#6F503C,#81654F,2
173,101,82,82,/dataset/YouTubeFaces/frame_images_DB/Barbara_Walters/4/4.332.jpg,Barbara_Walters,176,86,82,82,/dataset/YouTubeFaces/frame_images_DB/Barbara_Walters/5/5.171.jpg,Barbara_Walters,1,F,F,#9D7A54,#9D7A54,2
185,108,138,138,/dataset/YouTubeFaces/frame_images_DB/Eliane_Karp/0/0.753.jpg,Eliane_Karp,190,94,81,81,/dataset/YouTubeFaces/frame_images_DB/Eliane_Karp/4/4.4036.jpg,Eliane_Karp,1,F,F,#6F503C,#BEA07E,2
252,82,55,55,/dataset/YouTubeFaces/frame_images_DB/Jamie_Lee_Curtis/0/0.388.jpg,Jamie_Lee_Curtis,143,71,52,52,/dataset/YouTubeFaces/frame_images_DB/Jamie_Lee_Curtis/4/4.66.jpg,Jamie_Lee_Curtis,1,F,F,#6F503C,#81654F,2
199,142,136,136,/dataset/YouTubeFaces/frame_images_DB/Calista_Flockhart/1/1.360.jpg,Calista_Flockhart,268,64,50,50,/dataset/YouTubeFaces/frame_images_DB/Calista_Flockhart/3/3.711.jpg,Calista_Flockhart,1,F,F,#6F503C,#81654F,2
260,123,112,112,/dataset/YouTubeFaces/frame_images_DB/Liane_Janda/1/1.674.jpg,Liane_Janda,298,115,53,53,/dataset/YouTubeFaces/frame_images_DB/Liane_Janda/4/4.834.jpg,Liane_Janda,1,F,F,#6F503C,#6F503C,2
171,179,134,134,/dataset/YouTubeFaces/frame_images_DB/Nia_Vardalos/2/2.1441.jpg,Nia_Vardalos,154,60,33,33,/dataset/YouTubeFaces/frame_images_DB/Nia_Vardalos/4/4.2068.jpg,Nia_Vardalos,1,F,F,#9D7A54,#6F503C,2
145,106,77,77,/dataset/YouTubeFaces/frame_images_DB/Connie_Chung/2/2.278.jpg,Connie_Chung,153,92,57,57,/dataset/YouTubeFaces/frame_images_DB/Connie_Chung/5/5.103.jpg,Connie_Chung,1,F,F,#81654F,#81654F,2
248,166,149,149,/dataset/YouTubeFaces/frame_images_DB/Hana_Sadiq/1/1.445.jpg,Hana_Sadiq,242,76,29,29,/dataset/YouTubeFaces/frame_images_DB/Hana_Sadiq/4/4.567.jpg,Hana_Sadiq,1,F,F,#81654F,#9D7A54,2
151,95,98,98,/dataset/YouTubeFaces/frame_images_DB/Katharine_Hepburn/3/3.1913.jpg,Katharine_Hepburn,209,100,69,69,/dataset/YouTubeFaces/frame_images_DB/Katharine_Hepburn/4/4.3045.jpg,Katharine_Hepburn,1,F,F,#81654F,#81654F,2
170,86,77,77,/dataset/YouTubeFaces/frame_images_DB/Ludivine_Sagnier/3/3.1229.jpg,Ludivine_Sagnier,229,93,135,135,/dataset/YouTubeFaces/frame_images_DB/Ludivine_Sagnier/5/5.4606.jpg,Ludivine_Sagnier,1,F,F,#9D7A54,#6F503C,2
199,165,93,93,/dataset/YouTubeFaces/frame_images_DB/Manijeh_Hekmat/0/0.2903.jpg,Manijeh_Hekmat,223,147,132,132,/dataset/YouTubeFaces/frame_images_DB/Manijeh_Hekmat/2/2.8839.jpg,Manijeh_Hekmat,1,F,F,#81654F,#9D7A54,2
144,85,91,91,/dataset/YouTubeFaces/frame_images_DB/Claudette_Robinson/2/2.70.jpg,Claudette_Robinson,211,134,121,121,/dataset/YouTubeFaces/frame_images_DB/Claudette_Robinson/5/5.844.jpg,Claudette_Robinson,1,F,F,#9D7A54,#9D7A54,2
186,122,117,117,/dataset/YouTubeFaces/frame_images_DB/Mariana_Ohata/0/0.95.jpg,Mariana_Ohata,187,111,121,121,/dataset/YouTubeFaces/frame_images_DB/Mariana_Ohata/2/2.1644.jpg,Mariana_Ohata,1,F,F,#6F503C,#9D7A54,2
192,149,101,101,/dataset/YouTubeFaces/frame_images_DB/Lena_Olin/0/0.1548.jpg,Lena_Olin,267,117,102,102,/dataset/YouTubeFaces/frame_images_DB/Lena_Olin/1/1.1202.jpg,Lena_Olin,1,F,F,#6F503C,#513B2E,2
296,159,109,109,/dataset/YouTubeFaces/frame_images_DB/Alison_Lohman/1/1.324.jpg,Alison_Lohman,136,122,94,94,/dataset/YouTubeFaces/frame_images_DB/Alison_Lohman/4/4.737.jpg,Alison_Lohman,1,F,F,#9D7A54,#6F503C,2
267,93,62,62,/dataset/YouTubeFaces/frame_images_DB/Chadha_Gurinder/1/1.186.jpg,Chadha_Gurinder,313,147,145,145,/dataset/YouTubeFaces/frame_images_DB/Chadha_Gurinder/2/2.885.jpg,Chadha_Gurinder,1,F,F,#6F503C,#9D7A54,2
285,66,57,57,/dataset/YouTubeFaces/frame_images_DB/Eva_Mendes/4/4.1050.jpg,Eva_Mendes,287,84,83,83,/dataset/YouTubeFaces/frame_images_DB/Eva_Mendes/5/5.151.jpg,Eva_Mendes,1,F,F,#6F503C,#9D7A54,2
155,105,52,52,/dataset/YouTubeFaces/frame_images_DB/Pilar_Montenegro/0/0.1265.jpg,Pilar_Montenegro,246,146,69,69,/dataset/YouTubeFaces/frame_images_DB/Pilar_Montenegro/1/1.1746.jpg,Pilar_Montenegro,1,F,F,#81654F,#9D7A54,2
296,155,110,110,/dataset/YouTubeFaces/frame_images_DB/Alison_Lohman/1/1.319.jpg,Alison_Lohman,181,145,135,135,/dataset/YouTubeFaces/frame_images_DB/Alison_Lohman/2/2.587.jpg,Alison_Lohman,1,F,F,#9D7A54,#BEA07E,2
225,142,132,132,/dataset/YouTubeFaces/frame_images_DB/Connie_Chung/3/3.651.jpg,Connie_Chung,153,114,64,64,/dataset/YouTubeFaces/frame_images_DB/Connie_Chung/5/5.45.jpg,Connie_Chung,1,F,F,#81654F,#81654F,2
226,80,40,40,/dataset/YouTubeFaces/frame_images_DB/Sally_Ride/4/4.85.jpg,Sally_Ride,218,124,115,115,/dataset/YouTubeFaces/frame_images_DB/Sally_Ride/5/5.765.jpg,Sally_Ride,1,F,F,#6F503C,#6F503C,2
164,69,50,50,/dataset/YouTubeFaces/frame_images_DB/Mary_Landrieu/2/2.1149.jpg,Mary_Landrieu,144,73,41,41,/dataset/YouTubeFaces/frame_images_DB/Mary_Landrieu/3/3.337.jpg,Mary_Landrieu,1,F,F,#81654F,#6F503C,2
166,128,116,116,/dataset/YouTubeFaces/frame_images_DB/Maggie_Smith/3/3.2113.jpg,Maggie_Smith,122,79,47,47,/dataset/YouTubeFaces/frame_images_DB/Maggie_Smith/4/4.2694.jpg,Maggie_Smith,1,F,F,#81654F,#81654F,2
138,116,108,108,/dataset/YouTubeFaces/frame_images_DB/Nathalie_Baye/0/0.8.jpg,Nathalie_Baye,154,81,69,69,/dataset/YouTubeFaces/frame_images_DB/Nathalie_Baye/3/3.75.jpg,Nathalie_Baye,1,F,F,#422811,#81654F,2
143,67,56,56,/dataset/YouTubeFaces/frame_images_DB/Elaine_Chao/0/0.43.jpg,Elaine_Chao,237,135,117,117,/dataset/YouTubeFaces/frame_images_DB/Elaine_Chao/5/5.432.jpg,Elaine_Chao,1,F,F,#E7C1B8,#9D7A54,2
210,95,99,99,/dataset/YouTubeFaces/frame_images_DB/Emma_Thompson/2/2.479.jpg,Emma_Thompson,178,54,52,52,/dataset/YouTubeFaces/frame_images_DB/Emma_Thompson/5/5.1161.jpg,Emma_Thompson,1,F,F,#81654F,#81654F,2
149,70,68,68,/dataset/YouTubeFaces/frame_images_DB/Kathryn_Morris/2/2.403.jpg,Kathryn_Morris,325,173,162,162,/dataset/YouTubeFaces/frame_images_DB/Kathryn_Morris/5/5.1172.jpg,Kathryn_Morris,1,F,F,#BEA07E,#9D7A54,2
227,126,108,108,/dataset/YouTubeFaces/frame_images_DB/Amy_Yasbeck/1/1.189.jpg,Amy_Yasbeck,241,100,95,95,/dataset/YouTubeFaces/frame_images_DB/Amy_Yasbeck/4/4.274.jpg,Amy_Yasbeck,1,F,F,#81654F,#81654F,2
213,151,100,100,/dataset/YouTubeFaces/frame_images_DB/Marisa_Tomei/1/1.2250.jpg,Marisa_Tomei,247,93,71,71,/dataset/YouTubeFaces/frame_images_DB/Marisa_Tomei/4/4.697.jpg,Marisa_Tomei,1,F,F,#9D7A54,#9D7A54,2
275,104,124,124,/dataset/YouTubeFaces/frame_images_DB/Jacqueline_Gold/0/0.2033.jpg,Jacqueline_Gold,221,93,96,96,/dataset/YouTubeFaces/frame_images_DB/Jacqueline_Gold/2/2.294.jpg,Jacqueline_Gold,1,F,F,#9D7A54,#6F503C,2
307,118,59,59,/dataset/YouTubeFaces/frame_images_DB/Nancy_Pelosi/0/0.69.jpg,Nancy_Pelosi,169,70,68,68,/dataset/YouTubeFaces/frame_images_DB/Nancy_Pelosi/4/4.1206.jpg,Nancy_Pelosi,1,F,F,#81654F,#81654F,2
298,96,59,59,/dataset/YouTubeFaces/frame_images_DB/Alison_Lohman/3/3.544.jpg,Alison_Lohman,147,193,111,111,/dataset/YouTubeFaces/frame_images_DB/Alison_Lohman/5/5.3229.jpg,Alison_Lohman,1,F,F,#81654F,#6F503C,2
163,129,99,99,/dataset/YouTubeFaces/frame_images_DB/Gabi_Zimmer/2/2.759.jpg,Gabi_Zimmer,327,98,87,87,/dataset/YouTubeFaces/frame_images_DB/Gabi_Zimmer/5/5.19.jpg,Gabi_Zimmer,1,F,F,#81654F,#9D7A54,2
129,55,51,51,/dataset/YouTubeFaces/frame_images_DB/Chanda_Rubin/4/4.2551.jpg,Chanda_Rubin,188,54,55,55,/dataset/YouTubeFaces/frame_images_DB/Chanda_Rubin/5/5.665.jpg,Chanda_Rubin,1,F,F,#6F503C,#513B2E,2
189,86,89,89,/dataset/YouTubeFaces/frame_images_DB/Cristina_Kirchner/3/3.221.jpg,Cristina_Kirchner,168,108,58,58,/dataset/YouTubeFaces/frame_images_DB/Cristina_Kirchner/4/4.546.jpg,Cristina_Kirchner,1,F,F,#6F503C,#9D7A54,2
161,84,74,74,/dataset/YouTubeFaces/frame_images_DB/Claire_Danes/3/3.1374.jpg,Claire_Danes,152,82,96,96,/dataset/YouTubeFaces/frame_images_DB/Claire_Danes/5/5.2132.jpg,Claire_Danes,1,F,F,#9D7A54,#81654F,2
185,72,44,44,/dataset/YouTubeFaces/frame_images_DB/Alexis_Bledel/1/1.296.jpg,Alexis_Bledel,139,96,85,85,/dataset/YouTubeFaces/frame_images_DB/Alexis_Bledel/3/3.888.jpg,Alexis_Bledel,1,F,F,#BEA07E,#9D7A54,2
172,89,50,50,/dataset/YouTubeFaces/frame_images_DB/Kathryn_Morris/4/4.1152.jpg,Kathryn_Morris,325,174,162,162,/dataset/YouTubeFaces/frame_images_DB/Kathryn_Morris/5/5.1170.jpg,Kathryn_Morris,1,F,F,#81654F,#9D7A54,2
143,142,112,112,/dataset/YouTubeFaces/frame_images_DB/Elton_John/1/1.1397.jpg,Elton_John,171,98,107,107,/dataset/YouTubeFaces/frame_images_DB/Elton_John/4/4.2033.jpg,Elton_John,1,M,M,#6F503C,#81654F,0
166,79,59,59,/dataset/YouTubeFaces/frame_images_DB/Ray_Romano/1/1.1087.jpg,Ray_Romano,159,34,41,41,/dataset/YouTubeFaces/frame_images_DB/Ray_Romano/3/3.2067.jpg,Ray_Romano,1,M,M,#6F503C,#6F503C,0
148,85,80,80,/dataset/YouTubeFaces/frame_images_DB/Oscar_Elias_Biscet/0/0.742.jpg,Oscar_Elias_Biscet,291,88,76,76,/dataset/YouTubeFaces/frame_images_DB/Oscar_Elias_Biscet/5/5.561.jpg,Oscar_Elias_Biscet,1,M,M,#81654F,#81654F,0
120,105,115,115,/dataset/YouTubeFaces/frame_images_DB/Alfredo_di_Stefano/0/0.2309.jpg,Alfredo_di_Stefano,226,96,108,108,/dataset/YouTubeFaces/frame_images_DB/Alfredo_di_Stefano/2/2.272.jpg,Alfredo_di_Stefano,1,M,M,#9D7A54,#6F503C,0
153,94,56,56,/dataset/YouTubeFaces/frame_images_DB/Aleksander_Kwasniewski/0/0.711.jpg,Aleksander_Kwasniewski,113,91,74,74,/dataset/YouTubeFaces/frame_images_DB/Aleksander_Kwasniewski/3/3.391.jpg,Aleksander_Kwasniewski,1,M,M,#6F503C,#E7C1B8,0
201,118,156,156,/dataset/YouTubeFaces/frame_images_DB/Keith_Tyson/0/0.442.jpg,Keith_Tyson,322,87,92,92,/dataset/YouTubeFaces/frame_images_DB/Keith_Tyson/2/2.2227.jpg,Keith_Tyson,1,M,M,#81654F,#6F503C,0
249,101,110,110,/dataset/YouTubeFaces/frame_images_DB/George_Blaney/3/3.291.jpg,George_Blaney,288,152,120,120,/dataset/YouTubeFaces/frame_images_DB/George_Blaney/5/5.267.jpg,George_Blaney,1,M,M,#9D7A54,#9D7A54,0
269,100,35,35,/dataset/YouTubeFaces/frame_images_DB/Ed_Rosenthal/0/0.1764.jpg,Ed_Rosenthal,142,99,110,110,/dataset/YouTubeFaces/frame_images_DB/Ed_Rosenthal/2/2.152.jpg,Ed_Rosenthal,1,M,M,#6F503C,#81654F,0
137,90,84,84,/dataset/YouTubeFaces/frame_images_DB/Paul_Celluci/3/3.622.jpg,Paul_Celluci,151,56,51,51,/dataset/YouTubeFaces/frame_images_DB/Paul_Celluci/5/5.485.jpg,Paul_Celluci,1,M,M,#81654F,#6F503C,0
114,68,42,42,/dataset/YouTubeFaces/frame_images_DB/Carlos_Queiroz/0/0.392.jpg,Carlos_Queiroz,249,110,55,55,/dataset/YouTubeFaces/frame_images_DB/Carlos_Queiroz/5/5.665.jpg,Carlos_Queiroz,1,M,M,#9D7A54,#81654F,0
232,174,169,169,/dataset/YouTubeFaces/frame_images_DB/Clay_Aiken/0/0.601.jpg,Clay_Aiken,155,104,101,101,/dataset/YouTubeFaces/frame_images_DB/Clay_Aiken/3/3.2113.jpg,Clay_Aiken,1,M,M,#81654F,#E7C1B8,0
189,97,96,96,/dataset/YouTubeFaces/frame_images_DB/Raja_Zafar-ul-Haq/1/1.178.jpg,Raja_Zafar-ul-Haq,159,129,60,60,/dataset/YouTubeFaces/frame_images_DB/Raja_Zafar-ul-Haq/3/3.210.jpg,Raja_Zafar-ul-Haq,1,M,M,#9D7A54,#9D7A54,0
218,177,57,57,/dataset/YouTubeFaces/frame_images_DB/Elvis_Costello/0/0.1557.jpg,Elvis_Costello,194,101,97,97,/dataset/YouTubeFaces/frame_images_DB/Elvis_Costello/5/5.336.jpg,Elvis_Costello,1,M,M,#6F503C,#9D7A54,0
195,86,90,90,/dataset/YouTubeFaces/frame_images_DB/Craig_David/1/1.439.jpg,Craig_David,208,80,88,88,/dataset/YouTubeFaces/frame_images_DB/Craig_David/2/2.427.jpg,Craig_David,1,M,M,#6F503C,#6F503C,0
215,72,74,74,/dataset/YouTubeFaces/frame_images_DB/Lewis_Booth/0/0.2053.jpg,Lewis_Booth,138,83,77,77,/dataset/YouTubeFaces/frame_images_DB/Lewis_Booth/2/2.81.jpg,Lewis_Booth,1,M,M,#81654F,#81654F,0
329,153,122,122,/dataset/YouTubeFaces/frame_images_DB/Lindsey_Graham/0/0.78.jpg,Lindsey_Graham,157,72,56,56,/dataset/YouTubeFaces/frame_images_DB/Lindsey_Graham/3/3.164.jpg,Lindsey_Graham,1,M,M,#81654F,#6F503C,0
215,39,51,51,/dataset/YouTubeFaces/frame_images_DB/Lindsey_Graham/1/1.961.jpg,Lindsey_Graham,152,68,58,58,/dataset/YouTubeFaces/frame_images_DB/Lindsey_Graham/3/3.384.jpg,Lindsey_Graham,1,M,M,#81654F,#6F503C,0
237,100,155,155,/dataset/YouTubeFaces/frame_images_DB/Tom_Sizemore/0/0.821.jpg,Tom_Sizemore,215,116,94,94,/dataset/YouTubeFaces/frame_images_DB/Tom_Sizemore/2/2.1297.jpg,Tom_Sizemore,1,M,M,#6F503C,#6F503C,0
285,202,176,176,/dataset/YouTubeFaces/frame_images_DB/Ali_Abbas/3/3.1424.jpg,Ali_Abbas,150,143,132,132,/dataset/YouTubeFaces/frame_images_DB/Ali_Abbas/5/5.1805.jpg,Ali_Abbas,1,M,M,#6F503C,#6F503C,0
99,53,52,52,/dataset/YouTubeFaces/frame_images_DB/Paul_Reiser/3/3.108.jpg,Paul_Reiser,183,57,38,38,/dataset/YouTubeFaces/frame_images_DB/Paul_Reiser/4/4.710.jpg,Paul_Reiser,1,M,M,#6F503C,#6F503C,0
163,179,104,104,/dataset/YouTubeFaces/frame_images_DB/Ed_Smart/3/3.227.jpg,Ed_Smart,222,179,91,91,/dataset/YouTubeFaces/frame_images_DB/Ed_Smart/5/5.291.jpg,Ed_Smart,1,M,M,#9D7A54,#9D7A54,0
217,99,84,84,/dataset/YouTubeFaces/frame_images_DB/Jake_Plummer/2/2.3522.jpg,Jake_Plummer,245,66,66,66,/dataset/YouTubeFaces/frame_images_DB/Jake_Plummer/4/4.4618.jpg,Jake_Plummer,1,M,M,#9D7A54,#81654F,0
218,92,81,81,/dataset/YouTubeFaces/frame_images_DB/Chris_Thomas/0/0.1289.jpg,Chris_Thomas,169,68,57,57,/dataset/YouTubeFaces/frame_images_DB/Chris_Thomas/2/2.1974.jpg,Chris_Thomas,1,M,M,#6F503C,#6F503C,0
151,95,103,103,/dataset/YouTubeFaces/frame_images_DB/Ion_Tiriac/0/0.592.jpg,Ion_Tiriac,183,88,80,80,/dataset/YouTubeFaces/frame_images_DB/Ion_Tiriac/1/1.673.jpg,Ion_Tiriac,1,M,M,#E7C1B8,#81654F,0
254,144,153,153,/dataset/YouTubeFaces/frame_images_DB/Christopher_Reeve/2/2.45.jpg,Christopher_Reeve,297,137,180,180,/dataset/YouTubeFaces/frame_images_DB/Christopher_Reeve/3/3.186.jpg,Christopher_Reeve,1,M,M,#9D7A54,#6F503C,0
292,131,86,86,/dataset/YouTubeFaces/frame_images_DB/Yuri_Fedotov/2/2.211.jpg,Yuri_Fedotov,205,64,57,57,/dataset/YouTubeFaces/frame_images_DB/Yuri_Fedotov/3/3.1268.jpg,Yuri_Fedotov,1,M,M,#81654F,#9D7A54,0
208,70,52,52,/dataset/YouTubeFaces/frame_images_DB/Raja_Zafar-ul-Haq/0/0.157.jpg,Raja_Zafar-ul-Haq,185,99,93,93,/dataset/YouTubeFaces/frame_images_DB/Raja_Zafar-ul-Haq/1/1.200.jpg,Raja_Zafar-ul-Haq,1,M,M,#9D7A54,#9D7A54,0
210,136,140,140,/dataset/YouTubeFaces/frame_images_DB/Ralph_Klein/0/0.247.jpg,Ralph_Klein,222,114,116,116,/dataset/YouTubeFaces/frame_images_DB/Ralph_Klein/3/3.948.jpg,Ralph_Klein,1,M,M,#6F503C,#6F503C,0
207,87,154,154,/dataset/YouTubeFaces/frame_images_DB/Alexandre_Despatie/0/0.483.jpg,Alexandre_Despatie,159,58,37,37,/dataset/YouTubeFaces/frame_images_DB/Alexandre_Despatie/1/1.2027.jpg,Alexandre_Despatie,1,M,M,#9D7A54,#81654F,0
111,73,55,55,/dataset/YouTubeFaces/frame_images_DB/Barry_Zito/2/2.2532.jpg,Barry_Zito,315,136,100,100,/dataset/YouTubeFaces/frame_images_DB/Barry_Zito/3/3.2195.jpg,Barry_Zito,1,M,M,#81654F,#513B2E,0
250,130,121,121,/dataset/YouTubeFaces/frame_images_DB/Chuck_Hagel/3/3.251.jpg,Chuck_Hagel,235,66,45,45,/dataset/YouTubeFaces/frame_images_DB/Chuck_Hagel/4/4.68.jpg,Chuck_Hagel,1,M,M,#81654F,#6F503C,0
